author,title,pages,proc:editor,proc:title
['Reinhard Hartwich'],Firmware Dokumentation und Wartung.,225-241,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
"['Helmut K. Berg', 'Reinhold Güth']",Software Engineering - Firmware Engineering.,72-92,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
"['Bruce D. Shriver', 'Scott Davidson']",Firmware Engineering - Firmware Engineering.,25-71,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Peter Kornerup'],"Firmware Development Systems, a Survey.",124-137,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Wolfgang K. Giloi'],Spezifikation von Fireware.,93-123,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Helmut Berndt'],Firmware - Heute.,1-24,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Lutz Richter'],Höhere Programmiersprachen für die Mikroprogrammierung.,156-172,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Helmut K. Berg'],Correctness of Fireware - An Overview.,173-224,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Peter Albrich'],"Vertikale Verlagerung - Verfahren, Voraussetzungen, Anwendung.",242-272,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
['Patrice Enjalbert'],Algebraic semantics and program logics: Algorithmic logic for program trees.,132-147,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['István Németi'],Nonstandard runs of Floyd-provable programs.,186-204,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Andrzej Skowron'],Concurrent programs.,258-269,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Hajnal Andréka'],Sharpening the characterization of the power of Floyd method.,1-26,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Lech Banachowski'],On proving program correctness by means of stepwise refinement method.,27-44,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Hans-Dieter Burkhard'],On priorities of parallelism.,86-97,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
"['W. W. Bartol', 'Antoni Kreczmar', 'A. I. Litwiniuk', 'H. Oktaba']",Semantics and implementation of prefixing at many levels.,45-80,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['W. Danko'],Algorithmic logic for program trees.,118-131,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Grazyna Mirkowska'],On the propositional algorithmic theory of arithmetic.,166-185,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Lucjan Stapp'],Axiomatic approach to the system of files.,270-294,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['Alberto Pettorossi'],Towards a theory of parallelism and communications for increasing efficiency in applicative languages.,224-249,['Andrzej Salwicki'],"Logics of Programs and Their Applications, Proceedings, Poznan, August 23-29, 1980"
['L. Liu'],On Security Flow Analysis in Computer Systems (Preliminary Report).,22-33,,"Proceedings of the 1980 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 14-16, 1980"
['P. Tucker Withington'],The Trusted Function in Secure Decentralized Processing.,67-82,,"Proceedings of the 1980 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 14-16, 1980"
['S. M. Miranda'],Aspects of Data Security in General-Purpose Data Base Management Systems.,46-58,,"Proceedings of the 1980 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 14-16, 1980"
['Ralph C. Merkle'],Protocols for Public Key Cryptosystems.,122-134,,"Proceedings of the 1980 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 14-16, 1980"
"['Stanley R. Ames Jr.', 'James G. Keeton-Williams']",Demonstrating Security for Trusted Applications on a Security Kernel Base.,145-156,,"Proceedings of the 1980 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 14-16, 1980"
['Andreas Reuter 0001'],Schnelle Datenbankrecovery mit Hilfe eines hardwaregestützten Schattenspeicher-Algorithmus.,258-272,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Sigram Schindler', 'Ute Flasche', 'Juergen Schulze', 'D. Altenkrüger']",Das OSA-Projekt: Formales Spezifizieren von Diensten und Protokollen in RSPL.,29-56,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Gerd Liefländer', 'Horst D. Wettstein']",Prozeßumschaltung per Mikroprogrammierung.,79-94,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Johannes Brauer', 'Benno Carolus']",Hardwareunterstützung für relationale Datenbanken mit sortierten Tabellen.,233-257,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Wolfgang Hell', 'H. Auer', 'Hans-Otto Leilich', 'W. Teich', 'Hans Christoph Zeidler']",Die Architektur der Relationalen Datenbank-Maschine (RDBM).,213-232,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
['A. Kroneberg'],Ein Firmware-Interpreter für blockorientierte Programmiersprachen.,124-139,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['A. Hesselschwerdt', 'H. Zoller']",Ein Simulationsmodell für Speicherhierarchien.,286-298,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
['Reinhold Güth'],Eine Rechnerarchitektur zur Unterstützung der Anwendung abstrakter Datentypen.,170-187,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Heinz Schweppe', 'S. Seehusen', 'Günther Stiege']",Das Softwarekonzept der Relationalen Datenbank-Maschine (RDBM).,198-212,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['K. O. Kesser', 'Axel Lehmann', 'P. Meinke']",Laufzeitoptimierung durch vertikale Verlagerung von Software-Funktionen im System Burroughs B 1700.,95-113,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['W. Thury', 'P. Busser']",Softwareengineering in einer inhomogenen Multisystem-Umgebung.,61-78,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
['Lutz Richter'],"Vertikale Migration - Anwendungen, Methoden und Erfahrungen.",9-28,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
['C. S. Wahan'],Ein Implementierungskonzept für logische Files und Zugriffspfade für ein Mehrplatz-Minicomputersystem.,273-285,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Joachim Flöthe', 'M. Ruhle', 'Raimund T. Kölsch']",Codeoptimierung für Rechner mit Befehls-Fließbändern.,140-154,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
"['Hermann Härtig', 'Thomas Krause']",COPRA - Eine auf Concurrent Pascal basierende Rechner-Architektur.,155-169,"['Karl-Heinz Hauer', 'Claus Seeger']","Hardware für Software, Tagung III/1980 des German Chapter of the ACM am 10. und 11.10.1980 in Konstanz"
['J. N. Lyness'],Remarks about performance profiles.,186-197,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['Paul Messina'],Guidelines for managing mathematical software libraries at computer centers.,207-253,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
"['Brian Ford', 'Stephen J. Hague', 'S. M. Nugent']",Computer-based documentation for the NAG library.,91-127,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['Brian Ford'],Transportable numerical software.,128-140,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['William J. Cody'],Basic concepts for computational software.,1-23,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['W. Morven Gentleman'],Portability and other source management problems.,152-185,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
,Panel session on the challenges for developments of mathematical software.,254-271,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['William J. Cody'],Implementation and testing of function software.,24-47,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
['T. J. Dekker'],Program correctness and machine arithmetic.,48-80,"['Paul Messina', 'Almerico Murli']","Problems and Methodologies in Mathematical Software Production, International Seminar, Held at Sorrento, Italy, November 3-8, 1980"
"['Paul Decitre', 'Edouard André']",POLYPHEME Project: The DEM Distributed Execution Monitor.,85-98,,
['Jacky Akoka'],Design of Optimal Distributed Database Systems.,229-246,,
"['Giancarlo Martella', 'Fabio A. Schreiber']",A Data Dictionary for Distributed Databases.,17-33,,
['Georges Gardarin'],"Integrity, Consistency, Concurrency, Reliability in Distributed Database Management Systems.",335-351,,
['Serge Miranda'],Specification and Validation of Two Ring-Structured Synchronization Protocols for Distributed Data Systems.,247-274,,
"['Chuen-Pu Chou', 'Ming T. Liu']",A Concurrency Control Mechanism and Crash Recovery for a Distributed Database System (DLDBS).,201-214,,
['Paul F. Wilms'],Qualitative and Quantitative Comparison of Update Algorithms in Distributed Databases.,275-294,,
"['Jean Le Bihan', 'Christian Esculier', 'Gérard Le Lann', 'L. Treille']",SIRIUS-DELTA: Un Prototype de Systeme de Gestion de Bases de Donnees Reparties.,137-159,,
"['Radu Popescu-Zeletin', 'Herbert Weber']",Some Considerations about Distributed Data Bases on Public Networks.,1-15,,
"['Michel E. Adiba', 'Juan M. Andrade', 'Paul Decitre', 'F. Fernandez', 'Gia Toan Nguyen']",POLYPHEME: An Experience in Distributed Database System Design and Implementation.,67-84,,
['Milan Milenkovic'],Synchronization of Concurrent Updates in Redundant Distributed Databases.,49-65,,
['Dushan Z. Badal'],On the Degree of Concurrency Provided by Concurrency Control Mechanisms for Distributed Databases.,35-48,,
"['Wojciech Cellary', 'Daniel Meyer']",A Multi-Query Approach to Distributed Processing in a Relational Distributed Data Base Management System.,99-119,,
"['Carlo Carlesi', 'E. Ricciardi', 'Costantino Thanos', 'C. Petacchi']",Data Distribution Criteria and Query Processing Strategy in a Small Distributed Environment.,121-136,,
['R. A. C. Thomas'],Process Structure Alternatives Towards a Distributed Ingres.,215-227,,
"['Eszter Kertesz', 'Judit Polgar']",Problems of Developing Large Registration Systems Based on Distributed Data Base.,321-334,,
"['A. Baczko', 'Franciszek Seredynski']",Automata Models of Computer Networks.,295-320,,
['Sigram Schindler'],Offene Kommunikationssysteme: Eine Übersicht.,40-84,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Günter Valdorf'],Entwurf eines portablen Realzeit-Betriebssystems für Kleinrechner-Konfigurationen.,248-263,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
"['Christoph Steigner', 'Klaus Waldschmidt']",Aktivierung und Zuordnung von kooperierenden Prozessen im ASSKO-Mehrprozessorsystem.,110-123,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Hans-Jürgen Siegert'],"Einführung in die Sitzung ""Betriebssysteme"".",234-246,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
"['Werner E. Kluge', 'Kurt Lautenbach']",Kombinatorische Beschreibung und Lösung von Organisationsproblemen.,178-193,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Eike Jessen'],Entwurf und Bewertung von Rechensystemen.,1-17,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
"['S. Keramidis', 'L. Mackert']",Ein Kalkül zur Konstruktion deadlockfreier Systeme.,217-233,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
"['Peter M. Behr', 'Wolfgang K. Giloi']",APL*DS - Ein Programmsystem zur Spezifikation und Simulation von Computerhardware auf der Registertransferebene.,151-163,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Raimund T. Kölsch'],Probleme bei der vertikalen Verlagerung auf einem Großrechner.,125-137,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Harald Kemen'],Die virtuelle Netzwerkmaschine - Ein Werkzeug zur Entwicklung verteilter Betriebssysteme.,86-100,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Norbert Schmitt'],Monitoring in der Prozessrechentechnik.,28-39,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Franz J. Rammig'],"Entwurf, Beschreibung und Implementierung von Systemen mit Hilfe der nebenläufigen Programmiersprache CAP.",205-216,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Peter Marwedel'],The Design of a Subprocessor with Dynamic Microprogramming with MIMOLA.,164-177,['Gerhard Zimmermann'],"GI-NTG Fachtagung Struktur und Betrieb von Rechensystemen, Kiel, 19.-21. März 1980, Proceedings"
['Satoru Fujishige'],Canonical decompositions of symmetric submodular systems.,53-64,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['Takao Asano', 'Shunji Kikuchi', 'Nobuji Saito']",An efficient algorithm to find a Hamiltonian circuit in a 4-connected maximal planar graph.,182-195,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['T. Hirata', 'M. Kimura']",The subgraph homeomorphism problem on reducible flow graphs.,65-78,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['Shuji Tsukiyama', 'Ernest S. Kuh', 'Isao Shirakawa']",On the layering problem of multilayer PWB wiring.,20-37,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['Shoji Shinoda', 'Tatsuya Kawamoto']",On central trees of a graph.,137-151,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['K. Takamizawa', 'Takao Nishizeki', 'Nobuji Saito']",Combinatorial problems on series-parallel graphs.,79-94,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
['Claude Berge'],"Some common properties for regulizable graphs, edge-critical graphs and B-graphs.",108-123,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['Takao Ozawa', 'H. Takahashi']",A graph-planarization algorithm and its application to random graphs.,95-107,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
['Masakazu Nasu'],Homomorphisms of graphs and their global maps.,159-170,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
['Masao Iri'],"""Dualities"" in graph theory and the related fields viewed from the metatheoretical standpoint.",124-136,"['Nobuji Saito', 'Takao Nishizeki']","Graph Theory and Algorithms, 17th Symposium of Research Institute of Electric Communication, Tohoku University, Sendai, Japan, October 24-25, 1980, Proceedings"
"['Patrick W. Dymond', 'Stephen A. Cook']",Hardware Complexity and Parallel Computation (Preliminary Version),360-372,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Jia-Wei Hong'],On Similarity and Duality of Computation (Extended Abstract),348-359,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Charles E. Leiserson'],Area-Efficient Graph Layouts (for VLSI),270-281,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
"['Ashok K. Chandra', 'David Harel']",Structure and Complexity of Relational Queries,333-347,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Ivan Hal Sudborough'],Efficient Algorithms for Path System Problems and Applications to Alternating and Time-Space Complexity Classes,62-73,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Dov Harel'],A Linear Time Algorithm for the Lowest Common Ancestors Problem (Extended Abstract),308-319,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
"['Bruno Courcelle', 'Paul Franchi-Zannettacci']",On the Expressive Power of Attribute Grammars,161-172,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
"['Gérard P. Huet', 'Jean-Marie Hullot']",Proofs by Induction in Equational Theories with Constructors,96-107,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
"['David Harel', 'Dexter Kozen', 'Rohit Parikh']","Process Logic: Expressiveness, Decidability, Completeness",129-142,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Leonard M. Adleman'],On Distinguishing Prime Numbers from Composite Numbers (Abstract),387-406,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Andrea S. LaPaugh'],A Polynomial Time Algorithm for Optimal Routing around a Rectangle (Extended Abstract),282-293,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['A. J. Kfoury'],Loop Elimination and Loop Reduction-A Model-Theoretic Analysis of Programs (Partial Report),173-184,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
"['Jon Louis Bentley', 'Donna J. Brown']",A General Class of Resource Tradeoffs (Extended Abstract),217-228,,"21st Annual Symposium on Foundations of Computer Science, Syracuse, New York, USA, 13-15 October 1980"
['Joseph A. Fisher'],2n-way jump microinstruction hardware and an effective instruction binding method.,64-75,"['Gearold R. Johnson', 'Bruce E. Kittinger']","Proceedings of the 13th annual workshop on Microprogramming, MICRO 1980, Colorado Springs, Colorado, USA"
['Marleen Sint'],A survey of high level microprogramming languages.,141-153,"['Gearold R. Johnson', 'Bruce E. Kittinger']","Proceedings of the 13th annual workshop on Microprogramming, MICRO 1980, Colorado Springs, Colorado, USA"
"['R. K. Bell', 'Wayne D. Bell', 'Thayne C. Cooper', 'T. K. McFarland']",The big three - today's 16-bit microprocessor.,126-138,"['Gearold R. Johnson', 'Bruce E. Kittinger']","Proceedings of the 13th annual workshop on Microprogramming, MICRO 1980, Colorado Springs, Colorado, USA"
"['Svetlana P. Kartashev', 'Steven I. Kartashev']",Architectures for supersystems of the '80s.,165-180,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
['John W. White'],Texas instruments computer communication network and its support for the automated office.,515-526,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
['Graham R. Nudd'],Image understanding architectures.,377-390,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
"['Jay M. Tenenbaum', 'Harry G. Barrow', 'Robert C. Bolles', 'Martin A. Fischler', 'Helen C. Wolf']",Map-guided interpretation of remotely-sensed imagery.,391-408,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
"['Kenneth L. Kraemer', 'Kent W. Colton']","Policy, values and EFT research: anatomy of a research agenda.",841-853,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
"['Stanley Y. W. Su', 'Hsu Chang', 'George P. Copeland', 'Paul Fisher', 'Eugene I. Lowenthal', 'Stewart A. Schuster']",Database machines and some issues on DBMS standards.,191-208,,"American Federation of Information Processing Societies: 1980 National Computer Conference, 19-22 May 1980, Anaheim, California, USA"
['Uwe Kastens'],Eigenschaften von Programmiersprachen - definiert durch attributierte Grammatiken.,157-174,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Gerhard Knorz'],Das Konzept des Programmiersprachenkerns von TA3 - Darstellung eines deskriptiv orientierten Ansatzes.,175-188,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Manfred Dausmann', 'Guido Persch', 'Georg Winterstein']",LIS as Object Code for an ADA-O-Compiler.,95-110,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Friedrich Hertweck', 'Inge Precht']",Some Considerations for an Extension of PL360.,143-156,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Ingrid Glasner', 'Ulrich Möncke', 'Reinhard Wilhelm']","OPTRAN, a Language for the Specification of Program Transformations.",125-142,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Manfred Nagl'],An Incremental Compiler as Component of a System for Software Generation.,29-44,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Jakob Schauer'],Sequentialisierung von Parallelen Prozessen.,221-236,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Hans Ludwig Fischer', 'Peter Raulefs']",Design Rationale for the Interactive Programming Language CSSA.,111-124,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Donald F. Nelson'],Recent History and the Future of COBOL.,45-56,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Burkhard Austermühl', 'Wolfgang Henhapl']",A Critical Review of PASCAL on a Formal Storage Model.,57-69,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Ralph-Johan Back'],Exception Handling with Multi-Exit Statements.,71-82,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
['Urs Ammann'],Vergleich einiger Konzepte moderner Echtzeitsprachen.,1-18,['Hans-Jürgen Hoffmann'],"Programmiersprachen und Programmentwicklung, 6. Fachtagung des Fachausschusses Programmiersprachen der GI, Darmstadt, 11.-12. März 1980, Proceedings"
"['Jai Menon 0001', 'David K. Hsiao']",Access Control Mechanism of a Database Computer (DBC).,17-28,,"The Papers of the Fifth Workshop on Computer Architecture for Non-Numeric Processing, Pacific Grove, CA, USA, March 11-14, 1980"
['David Elliot Shaw'],A Relational Database Machine Architecture.,84-95,,"The Papers of the Fifth Workshop on Computer Architecture for Non-Numeric Processing, Pacific Grove, CA, USA, March 11-14, 1980"
